2026-09-24 21:55:23 | INFO     | src/logging_config.py:188 | 日志系统初始化完成，日志目录: logs
2026-09-24 21:55:23 | INFO     | src/logging_config.py:189 | 常规日志: logs/stock_analysis_20260924.log
2026-09-24 21:55:23 | INFO     | src/logging_config.py:190 | 调试日志: logs/stock_analysis_debug_20260924.log
2026-09-24 21:55:23 | INFO     | main.py:791 | ============================================================
2026-09-24 21:55:23 | INFO     | main.py:792 | A股自选股智能分析系统 启动
2026-09-24 21:55:23 | INFO     | main.py:793 | 运行时间: 2026-09-24 21:55:23
2026-09-24 21:55:23 | INFO     | main.py:794 | ============================================================
2026-09-24 21:55:23 | WARNING  | main.py:799 | 未配置 Tushare Token，将使用其他数据源
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | connect_tcp.started host='raw.githubusercontent.com' port=443 local_address=None timeout=5 socket_options=None
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f27f4464510>
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x7f27f45f63c0> server_hostname='raw.githubusercontent.com' timeout=5
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f27f44644d0>
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | send_request_headers.started request=<Request [b'GET']>
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | send_request_headers.complete
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | send_request_body.started request=<Request [b'GET']>
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | send_request_body.complete
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | receive_response_headers.started request=<Request [b'GET']>
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Connection', b'keep-alive'), (b'Content-Length', b'142247'), (b'Cache-Control', b'max-age=300'), (b'Content-Security-Policy', b"default-src 'none'; style-src 'unsafe-inline'; sandbox"), (b'Content-Type', b'text/plain; charset=utf-8'), (b'ETag', b'W/"bd5705ce6da5c614ec1888b57efde072720444a0c11745eaba643fe5517531be"'), (b'Strict-Transport-Security', b'max-age=31536000'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-GitHub-Request-Id', b'8914:4C80D:53549:80BB3:6AB59776'), (b'x-github-edge-region', b'iad'), (b'Content-Encoding', b'gzip'), (b'Accept-Ranges', b'bytes'), (b'Date', b'Thu, 24 Sep 2026 21:55:24 GMT'), (b'Via', b'1.1 varnish'), (b'X-Served-By', b'cache-qro-mmqt1070045-QRO'), (b'X-Cache', b'HIT'), (b'X-Cache-Hits', b'1'), (b'X-Timer', b'S1790286924.499545,VS0,VE1'), (b'Vary', b'Authorization,Accept-Encoding'), (b'Access-Control-Allow-Origin', b'*'), (b'Cross-Origin-Resource-Policy', b'cross-origin'), (b'X-Fastly-Request-ID', b'8f0013aa292460201b03c8ec3783d4eb646a7c71'), (b'Expires', b'Thu, 24 Sep 2026 22:00:24 GMT'), (b'Source-Age', b'34')])
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | receive_response_body.started request=<Request [b'GET']>
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | receive_response_body.complete
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | response_closed.started
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | response_closed.complete
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | close.started
2026-09-24 21:55:24 | DEBUG    | /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages/httpcore/_trace.py:47 | close.complete
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: bottom_volume (bottom_volume.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: box_oscillation (box_oscillation.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: bull_trend (bull_trend.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: chan_theory (chan_theory.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: dragon_head (dragon_head.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: emotion_cycle (emotion_cycle.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: event_driven (event_driven.yaml)
2026-09-24 21:55:26 | DEBUG    | src/agent/skills/base.py:300 | Loaded skill from YAML: expectation_repricing (expectation_repricing.yaml)
